Catalog,SKU,Type,Name,Image,Filename,Reason,Action,LocalPath
products\Production\launch\dtb_woocommerce_official_catalog.csv,PT-CT36,variation,"Platinum Compound Tube - 36""",https://drywalltoolbox.com/wp-content/uploads/2026/media/platinum_pt_ct36_01.webp,platinum_pt_ct36_01.webp,min_corner_mean=199.8;min_channel=196.4;corner_spread=55.2,removed,products\Production\launch\launch_images\platinum_pt_ct36_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,PT-CT42,variation,"Platinum Compound Tube - 42""",https://drywalltoolbox.com/wp-content/uploads/2026/media/platinum_pt_ct42_02.webp,platinum_pt_ct42_02.webp,min_corner_mean=151.2;min_channel=148.6;corner_spread=103.8,kept_no_white_replacement,products\Production\launch\launch_images\platinum_pt_ct42_02.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,PT-BH,variable,Platinum Flat Box Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/platinum_pt_bh54_01.webp,platinum_pt_bh54_01.webp,min_corner_mean=232.0;min_channel=231.8;corner_spread=23.0,removed,products\Production\launch\launch_images\platinum_pt_bh54_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,PT-BH,variable,Platinum Flat Box Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/platinum_pt_bh54_02.webp,platinum_pt_bh54_02.webp,min_corner_mean=177.4;min_channel=173.3;corner_spread=77.6,removed,products\Production\launch\launch_images\platinum_pt_bh54_02.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,PT-BH54,variation,"Platinum Flat Box Handle - 54""",https://drywalltoolbox.com/wp-content/uploads/2026/media/platinum_pt_bh54_01.webp,platinum_pt_bh54_01.webp,min_corner_mean=232.0;min_channel=231.8;corner_spread=23.0,kept_no_white_replacement,products\Production\launch\launch_images\platinum_pt_bh54_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,PT-FB,variable,Platinum Flat Finishing Box,https://drywalltoolbox.com/wp-content/uploads/2026/media/platinum_pt_14fb_01.webp,platinum_pt_14fb_01.webp,min_corner_mean=224.2;min_channel=223.1;corner_spread=11.3,removed,products\Production\launch\launch_images\platinum_pt_14fb_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,PT-FB,variable,Platinum Flat Finishing Box,https://drywalltoolbox.com/wp-content/uploads/2026/media/platinum_pt_14fb_02.webp,platinum_pt_14fb_02.webp,min_corner_mean=231.2;min_channel=230.8;corner_spread=4.2,removed,products\Production\launch\launch_images\platinum_pt_14fb_02.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,PT-FB,variable,Platinum Flat Finishing Box,https://drywalltoolbox.com/wp-content/uploads/2026/media/platinum_pt_14fb_03.webp,platinum_pt_14fb_03.webp,min_corner_mean=168.8;min_channel=167.3;corner_spread=8.2,removed,products\Production\launch\launch_images\platinum_pt_14fb_03.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,PT-FB,variable,Platinum Flat Finishing Box,https://drywalltoolbox.com/wp-content/uploads/2026/media/platinum_pt_8fb_03.webp,platinum_pt_8fb_03.webp,min_corner_mean=129.3;min_channel=125.4;corner_spread=125.7,removed,products\Production\launch\launch_images\platinum_pt_8fb_03.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,PT-FB,variable,Platinum Flat Finishing Box,https://drywalltoolbox.com/wp-content/uploads/2026/media/platinum_pt_fb12_02.webp,platinum_pt_fb12_02.webp,min_corner_mean=37.6;min_channel=19.2;corner_spread=178.7,removed,products\Production\launch\launch_images\platinum_pt_fb12_02.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,PT-14FB,variation,"Platinum Flat Finishing Box - 14""",https://drywalltoolbox.com/wp-content/uploads/2026/media/platinum_pt_14fb_01.webp,platinum_pt_14fb_01.webp,min_corner_mean=224.2;min_channel=223.1;corner_spread=11.3,kept_no_white_replacement,products\Production\launch\launch_images\platinum_pt_14fb_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,PT-2.5CF,variation,"Platinum Stainless Steel Corner Flusher - 2.5""",https://drywalltoolbox.com/wp-content/uploads/2026/media/platinum_pt_cf2_5_02.webp,platinum_pt_cf2_5_02.webp,min_corner_mean=201.1;min_channel=199.4;corner_spread=53.9,kept_no_white_replacement,products\Production\launch\launch_images\platinum_pt_cf2_5_02.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,PT-2.5CF,variation,"Platinum Stainless Steel Corner Flusher - 2.5""",https://drywalltoolbox.com/wp-content/uploads/2026/media/platinum_pt_cf2_5_05.webp,platinum_pt_cf2_5_05.webp,min_corner_mean=193.9;min_channel=191.2;corner_spread=59.9,kept_no_white_replacement,products\Production\launch\launch_images\platinum_pt_cf2_5_05.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,PT-2.5CF,variation,"Platinum Stainless Steel Corner Flusher - 2.5""",https://drywalltoolbox.com/wp-content/uploads/2026/media/platinum_pt_cf2_5_01.webp,platinum_pt_cf2_5_01.webp,min_corner_mean=201.5;min_channel=199.8;corner_spread=53.5,kept_no_white_replacement,products\Production\launch\launch_images\platinum_pt_cf2_5_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,PT-2.5CF,variation,"Platinum Stainless Steel Corner Flusher - 2.5""",https://drywalltoolbox.com/wp-content/uploads/2026/media/platinum_pt_cf2_5_03.webp,platinum_pt_cf2_5_03.webp,min_corner_mean=201.0;min_channel=199.1;corner_spread=54.0,kept_no_white_replacement,products\Production\launch\launch_images\platinum_pt_cf2_5_03.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,PT-2.5CF,variation,"Platinum Stainless Steel Corner Flusher - 2.5""",https://drywalltoolbox.com/wp-content/uploads/2026/media/platinum_pt_cf2_5_04.webp,platinum_pt_cf2_5_04.webp,min_corner_mean=202.9;min_channel=201.5;corner_spread=52.1,kept_no_white_replacement,products\Production\launch\launch_images\platinum_pt_cf2_5_04.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,PT-CORNER-HANDLE-50,variable,"Platinum 50"" Corner Tool Handle",https://drywalltoolbox.com/wp-content/uploads/2026/media/platinum_pt_cfh50_01.webp,platinum_pt_cfh50_01.webp,min_corner_mean=195.7;min_channel=195.2;corner_spread=59.3,removed,products\Production\launch\launch_images\platinum_pt_cfh50_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,PT-CORNER-HANDLE-50,variable,"Platinum 50"" Corner Tool Handle",https://drywalltoolbox.com/wp-content/uploads/2026/media/platinum_pt_cfh50_02.webp,platinum_pt_cfh50_02.webp,min_corner_mean=231.0;min_channel=230.3;corner_spread=24.0,removed,products\Production\launch\launch_images\platinum_pt_cfh50_02.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,PT-CORNER-HANDLE-50,variable,"Platinum 50"" Corner Tool Handle",https://drywalltoolbox.com/wp-content/uploads/2026/media/platinum_pt_crh50_01.webp,platinum_pt_crh50_01.webp,min_corner_mean=222.3;min_channel=221.8;corner_spread=32.7,removed,products\Production\launch\launch_images\platinum_pt_crh50_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,PT-CFH50,variation,"Platinum 50"" Corner Tool Handle - Angle Head",https://drywalltoolbox.com/wp-content/uploads/2026/media/platinum_pt_cfh50_01.webp,platinum_pt_cfh50_01.webp,min_corner_mean=195.7;min_channel=195.2;corner_spread=59.3,kept_no_white_replacement,products\Production\launch\launch_images\platinum_pt_cfh50_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,PT-CRH50,variation,"Platinum 50"" Corner Tool Handle - Corner Roller",https://drywalltoolbox.com/wp-content/uploads/2026/media/platinum_pt_crh50_01.webp,platinum_pt_crh50_01.webp,min_corner_mean=222.3;min_channel=221.8;corner_spread=32.7,kept_no_white_replacement,products\Production\launch\launch_images\platinum_pt_crh50_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,PT-CA8,simple,"Platinum 8"" Corner Applicator",https://drywalltoolbox.com/wp-content/uploads/2026/media/platinum_pt_ca8_02.webp,platinum_pt_ca8_02.webp,min_corner_mean=207.8;min_channel=207.6;corner_spread=47.2,removed,products\Production\launch\launch_images\platinum_pt_ca8_02.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,PT-EXT3IN1-1,simple,Platinum Extendable Angle Head Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/platinum_pt_ext3in1_1_02.webp,platinum_pt_ext3in1_1_02.webp,min_corner_mean=198.6;min_channel=198.1;corner_spread=56.4,removed,products\Production\launch\launch_images\platinum_pt_ext3in1_1_02.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,PT-EXT3IN1-1,simple,Platinum Extendable Angle Head Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/platinum_pt_ext3in1_1_03.webp,platinum_pt_ext3in1_1_03.webp,min_corner_mean=167.8;min_channel=164.2;corner_spread=87.2,removed,products\Production\launch\launch_images\platinum_pt_ext3in1_1_03.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,PT-EBH,simple,"Platinum Extendable Flat Box Handle 40"" – 64""",https://drywalltoolbox.com/wp-content/uploads/2026/media/platinum_pt_ebh_02.webp,platinum_pt_ebh_02.webp,min_corner_mean=215.8;min_channel=215.1;corner_spread=39.2,removed,products\Production\launch\launch_images\platinum_pt_ebh_02.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,SP-S1X-A,variable,SurPro S1X Aluminum Drywall Stilts,https://drywalltoolbox.com/wp-content/uploads/2026/media/surpro_s1x_a_2131_01.webp,surpro_s1x_a_2131_01.webp,min_corner_mean=227.4;min_channel=227.3;corner_spread=27.6,kept_no_white_replacement,products\Production\launch\launch_images\surpro_s1x_a_2131_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,SP-S1X-A,variable,SurPro S1X Aluminum Drywall Stilts,https://drywalltoolbox.com/wp-content/uploads/2026/media/surpro_s1x_a_2640_01.webp,surpro_s1x_a_2640_01.webp,min_corner_mean=227.4;min_channel=227.3;corner_spread=27.6,kept_no_white_replacement,products\Production\launch\launch_images\surpro_s1x_a_2640_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,S1X-A-2131,variation,"SurPro S1X Aluminum Drywall Stilts - 21""-31""",https://drywalltoolbox.com/wp-content/uploads/2026/media/surpro_s1x_a_2131_01.webp,surpro_s1x_a_2131_01.webp,min_corner_mean=227.4;min_channel=227.3;corner_spread=27.6,kept_no_white_replacement,products\Production\launch\launch_images\surpro_s1x_a_2131_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,S1X-A-2640,variation,"SurPro S1X Aluminum Drywall Stilts - 26""-40""",https://drywalltoolbox.com/wp-content/uploads/2026/media/surpro_s1x_a_2640_01.webp,surpro_s1x_a_2640_01.webp,min_corner_mean=227.4;min_channel=227.3;corner_spread=27.6,kept_no_white_replacement,products\Production\launch\launch_images\surpro_s1x_a_2640_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,TT-BASIC-FULL-SET,variable,TapeTech Basic Full Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ttfull7_10_01.webp,tapetech_ttfull7_10_01.webp,min_corner_mean=182.8;min_channel=172.5;corner_spread=72.2,removed,products\Production\launch\launch_images\tapetech_ttfull7_10_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,TT-BASIC-FULL-SET,variable,TapeTech Basic Full Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ttfull10_12_01.webp,tapetech_ttfull10_12_01.webp,min_corner_mean=182.8;min_channel=172.5;corner_spread=72.2,removed,products\Production\launch\launch_images\tapetech_ttfull10_12_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,TT-BASIC-FULL-SET,variable,TapeTech Basic Full Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_07tt_01.webp,tapetech_07tt_01.webp,min_corner_mean=227.9;min_channel=226.5;corner_spread=27.1,removed,products\Production\launch\launch_images\tapetech_07tt_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,TT-BASIC-FULL-SET,variable,TapeTech Basic Full Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_8042tt_01.webp,tapetech_8042tt_01.webp,min_corner_mean=215.3;min_channel=208.7;corner_spread=39.7,removed,products\Production\launch\launch_images\tapetech_8042tt_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,TT-BASIC-FULL-SET,variable,TapeTech Basic Full Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_fhtt_01.webp,tapetech_fhtt_01.webp,min_corner_mean=150.1;min_channel=148.0;corner_spread=104.9,removed,products\Production\launch\launch_images\tapetech_fhtt_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,TTFULL7/10,variation,"TapeTech Basic Full Set - 7"" and 10"" Boxes",https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ttfull7_10_01.webp,tapetech_ttfull7_10_01.webp,min_corner_mean=182.8;min_channel=172.5;corner_spread=72.2,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_ttfull7_10_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,TTFULL10/12,variation,"TapeTech Basic Full Set - 10"" and 12"" Boxes",https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ttfull10_12_01.webp,tapetech_ttfull10_12_01.webp,min_corner_mean=182.8;min_channel=172.5;corner_spread=72.2,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_ttfull10_12_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,TT-BASIC-JUMBO-SET,variable,TapeTech Basic Jumbo Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ttjumbo7_10_01.webp,tapetech_ttjumbo7_10_01.webp,min_corner_mean=182.5;min_channel=172.1;corner_spread=71.7,removed,products\Production\launch\launch_images\tapetech_ttjumbo7_10_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,TT-BASIC-JUMBO-SET,variable,TapeTech Basic Jumbo Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ttjumboo10_12_01.webp,tapetech_ttjumboo10_12_01.webp,min_corner_mean=182.5;min_channel=172.1;corner_spread=71.7,removed,products\Production\launch\launch_images\tapetech_ttjumboo10_12_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,TT-BASIC-JUMBO-SET,variable,TapeTech Basic Jumbo Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_07tt_01.webp,tapetech_07tt_01.webp,min_corner_mean=227.9;min_channel=226.5;corner_spread=27.1,removed,products\Production\launch\launch_images\tapetech_07tt_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,TT-BASIC-JUMBO-SET,variable,TapeTech Basic Jumbo Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_fhtt_01.webp,tapetech_fhtt_01.webp,min_corner_mean=150.1;min_channel=148.0;corner_spread=104.9,removed,products\Production\launch\launch_images\tapetech_fhtt_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,TTJUMBO7/10,variation,"TapeTech Basic Jumbo Set - 7"" and 10"" Boxes",https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ttjumbo7_10_01.webp,tapetech_ttjumbo7_10_01.webp,min_corner_mean=182.5;min_channel=172.1;corner_spread=71.7,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_ttjumbo7_10_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,TTJUMBO10/12,variation,"TapeTech Basic Jumbo Set - 10"" and 12"" Boxes",https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ttjumboo10_12_01.webp,tapetech_ttjumboo10_12_01.webp,min_corner_mean=182.5;min_channel=172.1;corner_spread=71.7,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_ttjumboo10_12_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,TT-BRAKELESS-BOX-HANDLE,variable,TapeTech Brakeless Box Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_bh_01.webp,tapetech_bh_01.webp,min_corner_mean=110.0;min_channel=109.2;corner_spread=145.0,removed,products\Production\launch\launch_images\tapetech_bh_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,TT-BRAKELESS-BOX-HANDLE,variable,TapeTech Brakeless Box Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_bhe_01.webp,tapetech_bhe_01.webp,min_corner_mean=112.6;min_channel=111.8;corner_spread=142.4,removed,products\Production\launch\launch_images\tapetech_bhe_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,TT-BRAKELESS-BOX-HANDLE,variable,TapeTech Brakeless Box Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_bhesw_01.webp,tapetech_bhesw_01.webp,min_corner_mean=147.7;min_channel=144.9;corner_spread=107.3,removed,products\Production\launch\launch_images\tapetech_bhesw_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,BHE-SW,variation,"TapeTech Brakeless Box Handle - Rotational Extendable 34""-60""",https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_bhesw_01.webp,tapetech_bhesw_01.webp,min_corner_mean=147.7;min_channel=144.9;corner_spread=107.3,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_bhesw_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,BH,variation,"TapeTech Brakeless Box Handle - Fixed 34""",https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_bh_01.webp,tapetech_bh_01.webp,min_corner_mean=110.0;min_channel=109.2;corner_spread=145.0,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_bh_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,BHE,variation,"TapeTech Brakeless Box Handle - Extendable 34""-60""",https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_bhe_01.webp,tapetech_bhe_01.webp,min_corner_mean=112.6;min_channel=111.8;corner_spread=142.4,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_bhe_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,TT-CARBON-FIBER-BOX-HANDLE,variable,TapeTech Carbon Fiber Box Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_bh_01.webp,tapetech_bh_01.webp,min_corner_mean=110.0;min_channel=109.2;corner_spread=145.0,removed,products\Production\launch\launch_images\tapetech_bh_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,TT-CARBON-FIBER-BOX-HANDLE,variable,TapeTech Carbon Fiber Box Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_bhe_01.webp,tapetech_bhe_01.webp,min_corner_mean=112.6;min_channel=111.8;corner_spread=142.4,removed,products\Production\launch\launch_images\tapetech_bhe_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,FBH2642TT-CF,variation,"TapeTech Carbon Fiber Box Handle - 26""-42""",https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_bh_01.webp,tapetech_bh_01.webp,min_corner_mean=110.0;min_channel=109.2;corner_spread=145.0,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_bh_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,FBH4272TT-CF,variation,"TapeTech Carbon Fiber Box Handle - 42""-72""",https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_bhe_01.webp,tapetech_bhe_01.webp,min_corner_mean=112.6;min_channel=111.8;corner_spread=142.4,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_bhe_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,TT-CORNER-APPLICATOR-WITH-FHTT-HANDLE,variable,TapeTech Corner Applicator with FHTT Fiberglass Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ca07fhtt_01.webp,tapetech_ca07fhtt_01.webp,min_corner_mean=192.8;min_channel=192.3;corner_spread=62.2,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_ca07fhtt_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,TT-CORNER-APPLICATOR-WITH-FHTT-HANDLE,variable,TapeTech Corner Applicator with FHTT Fiberglass Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ca08fhtt_01.webp,tapetech_ca08fhtt_01.webp,min_corner_mean=192.9;min_channel=192.4;corner_spread=62.1,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_ca08fhtt_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,CA07FHTT,variation,"TapeTech Corner Applicator with FHTT Fiberglass Handle - 7""",https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ca07fhtt_01.webp,tapetech_ca07fhtt_01.webp,min_corner_mean=192.8;min_channel=192.3;corner_spread=62.2,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_ca07fhtt_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,CA08FHTT,variation,"TapeTech Corner Applicator with FHTT Fiberglass Handle - 8""",https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ca08fhtt_01.webp,tapetech_ca08fhtt_01.webp,min_corner_mean=192.9;min_channel=192.4;corner_spread=62.1,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_ca08fhtt_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,TT-EASYCLEAN-AUTOMATIC-TAPER,variable,TapeTech EasyClean® Automatic Taper,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_07tt_01.webp,tapetech_07tt_01.webp,min_corner_mean=227.9;min_channel=226.5;corner_spread=27.1,removed,products\Production\launch\launch_images\tapetech_07tt_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,TT-EASYCLEAN-AUTOMATIC-TAPER,variable,TapeTech EasyClean® Automatic Taper,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_07tt_02.webp,tapetech_07tt_02.webp,min_corner_mean=43.1;min_channel=42.5;corner_spread=211.9,removed,products\Production\launch\launch_images\tapetech_07tt_02.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,TT-EASYCLEAN-AUTOMATIC-TAPER,variable,TapeTech EasyClean® Automatic Taper,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_07tt_07.webp,tapetech_07tt_07.webp,min_corner_mean=230.7;min_channel=228.0;corner_spread=24.3,removed,products\Production\launch\launch_images\tapetech_07tt_07.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,07TT,variation,TapeTech EasyClean® Automatic Taper - Standard,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_07tt_01.webp,tapetech_07tt_01.webp,min_corner_mean=227.9;min_channel=226.5;corner_spread=27.1,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_07tt_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,TT-EASYCLEAN-NAIL-SPOTTER-WITH-FHTT-HANDLE,variable,TapeTech EasyClean® Nail Spotter with Fiberglass Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ns02fhtt_01.webp,tapetech_ns02fhtt_01.webp,min_corner_mean=164.7;min_channel=163.8;corner_spread=90.3,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_ns02fhtt_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,TT-EASYCLEAN-NAIL-SPOTTER-WITH-FHTT-HANDLE,variable,TapeTech EasyClean® Nail Spotter with Fiberglass Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ns03fhtt_01.webp,tapetech_ns03fhtt_01.webp,min_corner_mean=164.8;min_channel=163.8;corner_spread=90.2,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_ns03fhtt_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,NS02FHTT,variation,"TapeTech EasyClean® Nail Spotter with Fiberglass Handle - 2""",https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ns02fhtt_01.webp,tapetech_ns02fhtt_01.webp,min_corner_mean=164.7;min_channel=163.8;corner_spread=90.3,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_ns02fhtt_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,NS03FHTT,variation,"TapeTech EasyClean® Nail Spotter with Fiberglass Handle - 3""",https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ns03fhtt_01.webp,tapetech_ns03fhtt_01.webp,min_corner_mean=164.8;min_channel=163.8;corner_spread=90.2,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_ns03fhtt_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,TT-EASYFINISH-BOX-HANDLE,variable,TapeTech EasyFinish™ Box Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_8134tt_01.webp,tapetech_8134tt_01.webp,min_corner_mean=160.9;min_channel=144.5;corner_spread=94.1,removed,products\Production\launch\launch_images\tapetech_8134tt_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,TT-EASYFINISH-BOX-HANDLE,variable,TapeTech EasyFinish™ Box Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_8134tt_02.webp,tapetech_8134tt_02.webp,min_corner_mean=141.5;min_channel=102.0;corner_spread=113.5,removed,products\Production\launch\launch_images\tapetech_8134tt_02.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,TT-EASYFINISH-BOX-HANDLE,variable,TapeTech EasyFinish™ Box Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_8134tt_03.webp,tapetech_8134tt_03.webp,min_corner_mean=117.6;min_channel=66.0;corner_spread=137.4,removed,products\Production\launch\launch_images\tapetech_8134tt_03.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,TT-EASYFINISH-BOX-HANDLE,variable,TapeTech EasyFinish™ Box Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_8134tt_04.webp,tapetech_8134tt_04.webp,min_corner_mean=108.3;min_channel=40.9;corner_spread=146.7,removed,products\Production\launch\launch_images\tapetech_8134tt_04.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,TT-EASYFINISH-BOX-HANDLE,variable,TapeTech EasyFinish™ Box Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_8142tt_03.webp,tapetech_8142tt_03.webp,min_corner_mean=195.1;min_channel=170.2;corner_spread=59.9,removed,products\Production\launch\launch_images\tapetech_8142tt_03.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,TT-EASYFINISH-BOX-HANDLE,variable,TapeTech EasyFinish™ Box Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_8154tt_03.webp,tapetech_8154tt_03.webp,min_corner_mean=196.1;min_channel=171.0;corner_spread=58.9,removed,products\Production\launch\launch_images\tapetech_8154tt_03.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,8134TT,variation,"TapeTech EasyFinish™ Box Handle - 34""",https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_8134tt_01.webp,tapetech_8134tt_01.webp,min_corner_mean=160.9;min_channel=144.5;corner_spread=94.1,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_8134tt_01.webp
products\Production\launch\dtb_woocommerce_official_catalog.csv,TT-FLAT-BOX-HANDLE,variable,TapeTech Flat Box Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_8042tt_01.webp,tapetech_8042tt_01.webp,min_corner_mean=215.3;min_channel=208.7;corner_spread=39.7,removed,products\Production\launch\launch_images\tapetech_8042tt_01.webp
